Country,Year,Bank account,Location Type,Access to cellphone,Household size,Age of respondent,Gender of respondent,Relation with head of the house,Marital status,Education level,Job type
Rwanda,2016,No,Rural,No,3,30,Female,Head of Household,Single/Never Married,No formal education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,3,24,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,8,55,Female,Head of Household,Divorced/Seperated,No formal education,Other Income
Rwanda,2016,Yes,Urban,Yes,2,19,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Rwanda,2016,No,Rural,Yes,3,43,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Rwanda,2016,Yes,Rural,Yes,6,68,Male,Head of Household,Married/Living together,Primary education,Self employed
Rwanda,2016,No,Rural,Yes,7,47,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Rwanda,2016,Yes,Urban,Yes,4,36,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government
Rwanda,2016,No,Rural,Yes,6,67,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,No,4,49,Female,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,No,Rural,No,3,87,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent
Rwanda,2016,No,Urban,Yes,2,73,Female,Head of Household,Widowed,No formal education,Self employed
Rwanda,2016,Yes,Rural,Yes,7,36,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,5,30,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,4,19,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,5,38,Female,Child,Divorced/Seperated,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,4,31,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,4,35,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,6,37,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,2016,No,Rural,Yes,2,45,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
Rwanda,2016,No,Rural,No,3,21,Female,Child,Single/Never Married,Primary education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,2,32,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,3,20,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,3,27,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,4,18,Female,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,5,32,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,4,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,4,28,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,4,31,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,6,19,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,No,Rural,No,5,31,Female,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Urban,Yes,4,30,Male,Head of Household,Married/Living together,Primary education,Other Income
Rwanda,2016,No,Rural,Yes,3,23,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,4,27,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,8,21,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,9,19,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,6,43,Female,Spouse,Married/Living together,Secondary education,Informally employed
Rwanda,2016,No,Rural,Yes,2,20,Female,Parent,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,2,32,Female,Head of Household,Widowed,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,5,42,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,4,27,Female,Child,Single/Never Married,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,4,37,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,2,69,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,Yes,Rural,Yes,6,34,Male,Head of Household,Married/Living together,Primary education,Self employed
Rwanda,2016,No,Rural,Yes,3,27,Male,Child,Single/Never Married,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,2,65,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,8,20,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,2016,No,Urban,Yes,5,31,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,No,3,56,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,No,Rural,Yes,5,32,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Urban,Yes,10,28,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,No,Rural,No,1,36,Male,Head of Household,Single/Never Married,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,7,18,Male,Child,Single/Never Married,Primary education,Informally employed
Rwanda,2016,Yes,Rural,Yes,7,35,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Urban,Yes,2,35,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Rwanda,2016,No,Rural,No,4,29,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,4,18,Female,Parent,Single/Never Married,Primary education,Self employed
Rwanda,2016,No,Rural,Yes,9,19,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,5,55,Male,Head of Household,Married/Living together,No formal education,Self employed
Rwanda,2016,No,Rural,No,4,48,Female,Head of Household,Widowed,No formal education,Informally employed
Rwanda,2016,Yes,Urban,Yes,1,29,Male,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent
Rwanda,2016,No,Rural,No,4,56,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Urban,Yes,3,25,Male,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,2,56,Female,Head of Household,Widowed,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,7,22,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,4,67,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,5,31,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,Yes,Urban,Yes,5,21,Female,Other non-relatives,Single/Never Married,Tertiary education,Informally employed
Rwanda,2016,No,Rural,Yes,8,18,Male,Child,Single/Never Married,Primary education,Informally employed
Rwanda,2016,Yes,Rural,Yes,5,37,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Rwanda,2016,No,Rural,No,11,21,Female,Child,Single/Never Married,Vocational/Specialised training,Informally employed
Rwanda,2016,Yes,Rural,Yes,3,36,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
Rwanda,2016,No,Rural,Yes,4,37,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,4,21,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,4,28,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,4,28,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,4,30,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,No,Rural,Yes,3,37,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,No,2,58,Male,Parent,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,1,63,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,3,68,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,6,38,Female,Spouse,Married/Living together,Secondary education,Informally employed
Rwanda,2016,No,Rural,No,5,50,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,3,23,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,5,29,Female,Spouse,Married/Living together,Primary education,Government Dependent
Rwanda,2016,No,Rural,Yes,3,20,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,No,2,71,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,2016,Yes,Urban,Yes,5,38,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,6,52,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,6,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Urban,Yes,3,30,Female,Spouse,Married/Living together,Secondary education,Formally employed Government
Rwanda,2016,No,Rural,Yes,6,34,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,1,79,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,No,10,46,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,3,32,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,6,38,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,4,20,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,2016,No,Rural,Yes,3,54,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,Yes,Rural,Yes,4,32,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Rwanda,2016,Yes,Rural,Yes,4,79,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,5,20,Male,Child,Single/Never Married,Secondary education,Informally employed
Rwanda,2016,No,Rural,Yes,5,33,Female,Spouse,Married/Living together,Vocational/Specialised training,Farming and Fishing
Rwanda,2016,No,Rural,Yes,3,21,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,No,2,73,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,No,Rural,Yes,6,16,Male,Parent,Single/Never Married,Primary education,Informally employed
Rwanda,2016,No,Rural,No,4,22,Female,Child,Divorced/Seperated,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,5,20,Female,Child,Single/Never Married,Secondary education,Informally employed
Rwanda,2016,No,Rural,No,3,30,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Rwanda,2016,No,Rural,Yes,5,54,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,5,24,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,3,26,Male,Parent,Single/Never Married,Primary education,Informally employed
Rwanda,2016,No,Urban,Yes,5,16,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,No,Urban,Yes,2,33,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
Rwanda,2016,No,Rural,No,5,95,Male,Head of Household,Married/Living together,No formal education,Government Dependent
Rwanda,2016,No,Rural,Yes,4,20,Female,Parent,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,Yes,Rural,Yes,4,51,Male,Head of Household,Married/Living together,Primary education,Self employed
Rwanda,2016,No,Rural,Yes,6,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,5,32,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,3,20,Female,Child,Single/Never Married,No formal education,Farming and Fishing
Rwanda,2016,Yes,Rural,Yes,5,31,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,6,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Urban,Yes,7,17,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,8,35,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,5,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Urban,Yes,5,17,Male,Child,Single/Never Married,Secondary education,Informally employed
Rwanda,2016,No,Rural,Yes,2,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,5,47,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,2,24,Female,Child,Single/Never Married,Primary education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,5,63,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,No,1,71,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Rwanda,2016,No,Urban,Yes,5,35,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,1,24,Male,Head of Household,Single/Never Married,Secondary education,Other Income
Rwanda,2016,Yes,Rural,Yes,6,23,Female,Child,Married/Living together,Secondary education,Formally employed Private
Rwanda,2016,Yes,Rural,Yes,5,36,Male,Head of Household,Married/Living together,Primary education,Other Income
Rwanda,2016,No,Rural,Yes,7,40,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,No,Rural,Yes,3,60,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,10,27,Female,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,5,35,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,3,25,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,6,19,Female,Child,Single/Never Married,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,4,67,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
